dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,reference,start-date,typology,address,address-text,description,notes,organisation,tree,tree-preservation-order,tree-preservation-order-tree,tree-species
tree,,7002002927,2017-07-04,,,"South Bucks District Council Tree preservation Order No.09, 2014. Dated 27/6/14. Confirmed 29/8/14.",67,POINT (-0.551377 51.568720),tree,ZZZZZSESRW859,2017-07-04,geography,,,,,,,TPO/SBDC/2014/09,,
tree,,7002002928,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590611 51.563559),tree,ZZZZZSESRW864,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002929,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590512 51.563662),tree,ZZZZZSESRW865,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002930,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590605 51.563735),tree,ZZZZZSESRW866,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002931,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590778 51.563830),tree,ZZZZZSESRW867,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002932,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590934 51.563960),tree,ZZZZZSESRW868,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002933,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590840 51.564037),tree,ZZZZZSESRW869,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002934,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.591078 51.563993),tree,ZZZZZSESRW870,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002935,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590096 51.563890),tree,ZZZZZSESRW871,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002936,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590156 51.563929),tree,ZZZZZSESRW872,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002937,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590246 51.563999),tree,ZZZZZSESRW873,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002938,2017-07-04,,,"South Bucks District Council Tree preservation Order No.18, 2013. Dated 9/8/13. Confirmed 15/10/13.",67,POINT (-0.590146 51.564031),tree,ZZZZZSESRW874,2017-07-04,geography,,,,,,,TPO/SBDC/2013/18,,
tree,,7002002939,2017-07-04,,,"South Bucks District Council Tree preservation Order No.04, 2015. Dated 17/7/15. Confirmed 24/9/15.",67,POINT (-0.585377 51.533199),tree,ZZZZZSESRW875,2017-07-04,geography,,,,,,,TPO/SBDC/2015/04,,
tree,,7002002940,2017-07-04,,,"South Bucks District Council Tree preservation Order No.02, 2013. Dated 8/2/13. Confirmed with modif",67,POINT (-0.594483 51.544607),tree,ZZZZZSESRW877,2017-07-04,geography,,,,,,,TPO/SBDC/2013/02,,
tree,,7002002941,2017-07-04,,,"South Bucks District Council Tree preservation Order No.27, 2012. Dated 28/11/12. Confirmed with mod",67,POINT (-0.593941 51.544840),tree,ZZZZZSESRW878,2017-07-04,geography,,,,,,,TPO/SBDC/2012/27,,
tree,,7002002942,2017-07-04,,,"South Bucks District Council Tree preservation Order No.27, 2012. Dated 28/11/12. Confirmed with mod",67,POINT (-0.594377 51.544659),tree,ZZZZZSESRW880,2017-07-04,geography,,,,,,,TPO/SBDC/2012/27,,
tree,,7002002943,2017-07-04,,,"South Bucks District Council Tree preservation Order No.15, 2013. Dated 5/8/13. Confirmed 15/10/13.",67,POINT (-0.585190 51.554201),tree,ZZZZZSESRW881,2017-07-04,geography,,,,,,,TPO/SBDC/2013/15,,
tree,,7002002944,2017-07-04,,,"South Bucks District Council Tree preservation Order No.10, 2013. Dated 17/5/13. Confirmed 23/7/13.",67,POINT (-0.617035 51.555795),tree,ZZZZZSESRW882,2017-07-04,geography,,,,,,,TPO/SBDC/2013/10,,
tree,,7002002945,2017-07-04,,,"South Bucks District Council Tree preservation Order No.19, 2013. Dated 5/12/13. Confirmed with modi",67,POINT (-0.617614 51.558933),tree,ZZZZZSESRW883,2017-07-04,geography,,,,,,,TPO/SBDC/2013/19,,
tree,,7002002946,2017-07-04,,,"South Bucks District Council Tree preservation Order No.19, 2013. Dated 5/12/13. Confirmed with modi",67,POINT (-0.617587 51.558975),tree,ZZZZZSESRW884,2017-07-04,geography,,,,,,,TPO/SBDC/2013/19,,
tree,,7002002947,2017-07-04,,,"South Bucks District Council Tree preservation Order No.19, 2013. Dated 5/12/13. Confirmed with modi",67,POINT (-0.617542 51.558948),tree,ZZZZZSESRW885,2017-07-04,geography,,,,,,,TPO/SBDC/2013/19,,
tree,,7002002948,2017-07-04,,,"South Bucks District Council Tree preservation Order No.21, 2013. Dated 14/11/13. Confirmed 12/3/14.",67,POINT (-0.612786 51.565607),tree,ZZZZZSESRW886,2017-07-04,geography,,,,,,,TPO/SBDC/2013/21,,
tree,,7002002949,2017-07-04,,,"South Bucks District Council Tree preservation Order No.11, 2013. Dated 24/5/13. Confirmed 23/7/13.",67,POINT (-0.605079 51.565180),tree,ZZZZZSESRW887,2017-07-04,geography,,,,,,,TPO/SBDC/2013/11,,
tree,,7002002950,2017-07-04,,,"South Bucks District Council Tree preservation Order No.11, 2013. Dated 24/5/13. Confirmed 23/7/13.",67,POINT (-0.604966 51.565117),tree,ZZZZZSESRW888,2017-07-04,geography,,,,,,,TPO/SBDC/2013/11,,
tree,,7002002951,2017-07-04,,,"South Bucks District Council Tree preservation Order No.11, 2013. Dated 24/5/13. Confirmed 23/7/13.",67,POINT (-0.604661 51.565118),tree,ZZZZZSESRW889,2017-07-04,geography,,,,,,,TPO/SBDC/2013/11,,
tree,,7002002952,2017-07-04,,,"South Bucks District Council Tree preservation Order No.11, 2013. Dated 24/5/13. Confirmed 23/7/13.",67,POINT (-0.604584 51.565367),tree,ZZZZZSESRW890,2017-07-04,geography,,,,,,,TPO/SBDC/2013/11,,
tree,,7002002953,2017-07-04,,,"South Bucks District Council Tree preservation Order No.01, 2014. Dated 22/1/14. Confirmed 28/5/14.",67,POINT (-0.609294 51.558729),tree,ZZZZZSESRW891,2017-07-04,geography,,,,,,,TPO/SBDC/2014/01,,
tree,,7002002954,2017-07-04,,,"South Bucks District Council Tree preservation Order No.01, 2014. Dated 22/1/14. Confirmed 28/5/14.",67,POINT (-0.609234 51.558686),tree,ZZZZZSESRW892,2017-07-04,geography,,,,,,,TPO/SBDC/2014/01,,
tree,,7002002955,2017-07-04,,,"South Bucks District Council Tree preservation Order No.01, 2013. Dated 15/1/13. Confirmed 22/5/13.",67,POINT (-0.616598 51.557473),tree,ZZZZZSESRW893,2017-07-04,geography,,,,,,,TPO/SBDC/2013/01,,
tree,,7002002956,2017-07-04,,,"South Bucks District Council Tree preservation Order No.01, 2013. Dated 15/1/13. Confirmed 22/5/13.",67,POINT (-0.616805 51.557479),tree,ZZZZZSESRW894,2017-07-04,geography,,,,,,,TPO/SBDC/2013/01,,
tree,,7002002957,2017-07-04,,,"South Bucks District Council Tree preservation Order No.01, 2013. Dated 15/1/13. Confirmed 22/5/13.",67,POINT (-0.617067 51.557488),tree,ZZZZZSESRW895,2017-07-04,geography,,,,,,,TPO/SBDC/2013/01,,
tree,,7002002958,2017-07-04,,,"South Bucks District Council Tree preservation Order No.05, 2014. Dated 23/4/14. Confirmed 20/6/14",67,POINT (-0.627445 51.539464),tree,ZZZZZSESRW896,2017-07-04,geography,,,,,,,TPO/SBDC/2014/05,,
tree,,7002002959,2017-07-04,,,"South Bucks District Council Tree preservation Order No.05, 2014. Dated 23/4/14. Confirmed 20/6/14",67,POINT (-0.627535 51.539803),tree,ZZZZZSESRW897,2017-07-04,geography,,,,,,,TPO/SBDC/2014/05,,
tree,,7002002960,2017-07-04,,,"South Bucks District Council Tree preservation Order No.08, 2013. Dated 23/4/13. Confirmed 21/6/13.",67,POINT (-0.694440 51.530156),tree,ZZZZZSESRW898,2017-07-04,geography,,,,,,,TPO/SBDC/2013/08,,
tree,,7002002961,2017-07-04,,,"South Bucks District Council Tree preservation Order No.02, 2014. Dated 29/1/14.Confirmed 28/5/14.",67,POINT (-0.699238 51.523109),tree,ZZZZZSESRW899,2017-07-04,geography,,,,,,,TPO/SBDC/2014/02,,
tree,,7002002962,2017-07-04,,,"South Bucks District Council Tree preservation Order No.03, 2014. Dated 8/4/14. Confirmed 28/5/14.",67,POINT (-0.695841 51.522290),tree,ZZZZZSESRW901,2017-07-04,geography,,,,,,,TPO/SBDC/2014/03,,
tree,,7002002963,2017-07-04,,,"South Bucks District Council Tree preservation Order No17, 2013. Dated 9/8/13. Confirmed 11/12/13.",67,POINT (-0.669168 51.523062),tree,ZZZZZSESRW902,2017-07-04,geography,,,,,,,TPO/SBDC/2013/17,,
tree,,7002002964,2017-07-04,,,"South Bucks District Council Tree preservation Order No.21, 2012. Dated 19/10/12. Confirmed 20/12/12",67,POINT (-0.644870 51.600052),tree,ZZZZZSESRW903,2017-07-04,geography,,,,,,,TPO/SBDC/2012/21,,
tree,,7002002965,2017-07-04,,,"South Bucks District Council Tree preservation Order No.13, 2011. Dated 13/6/11. Confirmed 23/09/11.",67,POINT (-0.505574 51.506124),tree,ZZZZZSESRW904,2017-07-04,geography,,,,,,,TPO/SBDC/2011/13,,
tree,,7002002966,2017-07-04,,,"South Bucks District Council Tree preservation Order No.13, 2011. Dated 13/6/11. Confirmed 23/09/11.",67,POINT (-0.505327 51.506338),tree,ZZZZZSESRW905,2017-07-04,geography,,,,,,,TPO/SBDC/2011/13,,
tree,,7002002967,2017-07-04,,,"South Bucks District Council Tree preservation Order No.13, 2011. Dated 13/6/11. Confirmed 23/09/11.",67,POINT (-0.505308 51.506400),tree,ZZZZZSESRW906,2017-07-04,geography,,,,,,,TPO/SBDC/2011/13,,
tree,,7002002968,2017-07-04,,,"South Bucks District Council Tree preservation Order No.13, 2011. Dated 13/6/11. Confirmed 23/09/11.",67,POINT (-0.505192 51.506444),tree,ZZZZZSESRW907,2017-07-04,geography,,,,,,,TPO/SBDC/2011/13,,
tree,,7002002969,2017-07-04,,,"South Bucks District Council Tree preservation Order No.13, 2011. Dated 13/6/11. Confirmed 23/09/11.",67,POINT (-0.505062 51.506569),tree,ZZZZZSESRW908,2017-07-04,geography,,,,,,,TPO/SBDC/2011/13,,
tree,,7002002970,2017-07-04,,,"South Bucks District Council Tree preservation Order No.25, 2010. Dated 30/7/10. Confirmed 6/10/10.",67,POINT (-0.519479 51.520075),tree,ZZZZZSESRW910,2017-07-04,geography,,,,,,,TPO/SBDC/2010/25,,
tree,,7002002971,2017-07-04,,,"South Bucks District Council Tree preservation Order No.23, 2010. Dated 19/7/10. Confirmed 6/10/10.",67,POINT (-0.526287 51.542626),tree,ZZZZZSESRW913,2017-07-04,geography,,,,,,,TPO/SBDC/2010/23,,
tree,,7002002972,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545995 51.582506),tree,ZZZZZSESRW914,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002973,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544553 51.582080),tree,ZZZZZSESRW915,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002974,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544456 51.582085),tree,ZZZZZSESRW916,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002975,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544375 51.582112),tree,ZZZZZSESRW917,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002976,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544378 51.582168),tree,ZZZZZSESRW918,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002977,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544231 51.582181),tree,ZZZZZSESRW919,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002978,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544104 51.582136),tree,ZZZZZSESRW920,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002979,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544188 51.582255),tree,ZZZZZSESRW921,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002980,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544026 51.582338),tree,ZZZZZSESRW922,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002981,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543818 51.582319),tree,ZZZZZSESRW923,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002982,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543853 51.582431),tree,ZZZZZSESRW924,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002983,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543751 51.582409),tree,ZZZZZSESRW925,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002984,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543705 51.582512),tree,ZZZZZSESRW926,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002985,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543571 51.582476),tree,ZZZZZSESRW927,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002986,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543559 51.582605),tree,ZZZZZSESRW928,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002987,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543430 51.582699),tree,ZZZZZSESRW929,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002988,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545648 51.581735),tree,ZZZZZSESRW932,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002989,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545451 51.581805),tree,ZZZZZSESRW933,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002990,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545256 51.581876),tree,ZZZZZSESRW934,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002991,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545319 51.581775),tree,ZZZZZSESRW935,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002992,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545480 51.581716),tree,ZZZZZSESRW936,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002993,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545840 51.581667),tree,ZZZZZSESRW937,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002994,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545791 51.581721),tree,ZZZZZSESRW938,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002995,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545713 51.581640),tree,ZZZZZSESRW939,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002996,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545884 51.581580),tree,ZZZZZSESRW940,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002997,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545813 51.581522),tree,ZZZZZSESRW941,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002998,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545791 51.581480),tree,ZZZZZSESRW942,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002002999,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545777 51.581447),tree,ZZZZZSESRW943,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003000,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545598 51.581143),tree,ZZZZZSESRW944,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003001,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545736 51.581323),tree,ZZZZZSESRW945,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003002,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545650 51.581305),tree,ZZZZZSESRW946,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003003,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545411 51.580890),tree,ZZZZZSESRW947,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003004,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544716 51.580534),tree,ZZZZZSESRW948,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003005,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545106 51.580557),tree,ZZZZZSESRW949,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003006,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545078 51.580507),tree,ZZZZZSESRW950,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003007,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545004 51.580483),tree,ZZZZZSESRW951,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003008,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544902 51.580515),tree,ZZZZZSESRW952,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003009,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544448 51.580596),tree,ZZZZZSESRW953,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003010,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544139 51.580696),tree,ZZZZZSESRW954,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003011,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543668 51.581339),tree,ZZZZZSESRW955,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003012,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543995 51.581316),tree,ZZZZZSESRW956,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003013,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543861 51.581256),tree,ZZZZZSESRW957,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003014,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543961 51.581119),tree,ZZZZZSESRW958,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003015,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.543810 51.581344),tree,ZZZZZSESRW959,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003016,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545165 51.581470),tree,ZZZZZSESRW960,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003017,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545033 51.581423),tree,ZZZZZSESRW961,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003018,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544949 51.581330),tree,ZZZZZSESRW962,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003019,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545198 51.581214),tree,ZZZZZSESRW963,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003020,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545253 51.580742),tree,ZZZZZSESRW964,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003021,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545175 51.580768),tree,ZZZZZSESRW965,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003022,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.545080 51.580828),tree,ZZZZZSESRW966,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003023,2017-07-04,,,South Bucks District Council (No. 35) Tree Preservation Order 1995; dated 31/5/95; made under Sectio,67,POINT (-0.544729 51.581121),tree,ZZZZZSESRW967,2017-07-04,geography,,,,,,,TPO/SBDC/2001/05,,
tree,,7002003024,2017-07-04,,,South Bucks District Council Tree Preservation Order No.1; dated 6/1/05. Confirmed 7.3.05,67,POINT (-0.607312 51.548677),tree,ZZZZZSESRW968,2017-07-04,geography,,,,,,,TPO/SBDC/2005/01,,
tree,,7002003025,2017-07-04,,,South Bucks District Council Tree Preservation Order No.1; dated 6/1/05. Confirmed 7.3.05,67,POINT (-0.607193 51.548691),tree,ZZZZZSESRW969,2017-07-04,geography,,,,,,,TPO/SBDC/2005/01,,
tree,,7002003026,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484693 51.552001),tree,ZZZZZSESRW972,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003027,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484676 51.552771),tree,ZZZZZSESRW973,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003028,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484561 51.552769),tree,ZZZZZSESRW974,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003029,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484555 51.552811),tree,ZZZZZSESRW975,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003030,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484604 51.552824),tree,ZZZZZSESRW976,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003031,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484552 51.553007),tree,ZZZZZSESRW977,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003032,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484517 51.553060),tree,ZZZZZSESRW978,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003033,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.483674 51.552648),tree,ZZZZZSESRW979,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003034,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.483720 51.552349),tree,ZZZZZSESRW980,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003035,2017-07-04,,,South Bucks District Council Tree Preservation Order No.36; 2004 dated 21/12/04.,67,POINT (-0.484871 51.552304),tree,ZZZZZSESRW981,2017-07-04,geography,,,,,,,TPO/SBDC/2004/36,,
tree,,7002003036,2017-07-04,,,South Bucks District Council Tree Preservation Order No.35; 2004 dated 17/12/04. Confirmed 2.3.2005,67,POINT (-0.668176 51.541853),tree,ZZZZZSESRW982,2017-07-04,geography,,,,,,,TPO/SBDC/2004/35,,
